,Html Form,Attachments,Flash content,Html iFrame,HTML content,URLs,Dots,External Resources,Javascript,Css,IPs in URLs,@ in URLs,Encoding,Phishy
97,False,0,False,False,False,2,1,0,0,0,False,False,7bit,True
98,False,0,False,False,True,7,3,0,0,0,False,False,quoted-printable,True
99,False,0,False,False,True,3,2,0,0,0,False,False,quoted-printable,True
100,False,0,False,False,True,8,3,0,0,0,False,False,quoted-printable,True
101,False,0,False,False,True,7,5,0,0,0,False,False,quoted-printable,True
102,False,0,False,False,True,8,3,0,0,0,False,False,quoted-printable,True
103,False,0,False,False,True,3,4,0,0,0,False,False,quoted-printable,True
104,False,0,False,False,True,6,5,0,0,0,False,False,quoted-printable,True
105,False,0,False,False,True,3,2,0,0,0,False,False,quoted-printable,True
106,False,1,False,False,False,0,0,0,0,0,False,False,quoted-printable,True
107,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
108,False,0,False,False,False,1,2,0,0,0,False,False,quoted-printable,True
109,False,1,False,False,True,1,2,0,0,0,False,False,quoted-printable,True
110,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
111,False,0,False,False,False,0,0,0,0,0,False,False,quoted-printable,True
112,False,0,False,False,True,5,4,0,0,0,False,False,quoted-printable,True
113,False,0,False,False,True,3,2,0,0,0,False,False,quoted-printable,True
114,False,0,False,False,True,2,3,0,0,0,False,False,quoted-printable,True
115,False,0,False,False,False,2,1,0,0,0,False,False,7bit,True
116,False,1,False,False,True,1,4,0,0,0,True,False,quoted-printable,True
117,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
118,False,0,False,False,True,2,4,0,0,0,False,False,quoted-printable,True
119,False,0,False,False,True,0,0,0,0,0,False,False,base64,True
120,False,1,False,False,False,0,0,0,0,0,False,False,quoted-printable,True
121,False,0,False,False,True,12,3,0,0,0,False,False,quoted-printable,True
122,False,0,False,False,True,12,3,0,0,0,False,False,quoted-printable,True
123,False,0,False,False,False,1,2,0,0,0,False,False,8bit,True
124,False,0,False,False,False,1,2,0,0,0,False,False,8bit,True
125,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
126,False,0,False,False,True,1,3,0,0,0,False,False,quoted-printable,True
127,False,0,False,False,True,5,3,0,0,0,False,False,quoted-printable,True
128,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
129,False,0,False,False,True,1,18,0,0,0,False,False,quoted-printable,True
130,False,0,False,False,True,4,2,0,0,0,False,False,quoted-printable,True
131,False,0,False,False,True,2,5,0,0,0,False,False,quoted-printable,True
132,False,0,False,False,True,4,3,0,0,0,False,False,quoted-printable,True
133,False,0,False,False,True,3,3,0,0,0,False,False,quoted-printable,True
134,False,0,False,False,True,9,5,0,0,0,False,False,quoted-printable,True
135,False,0,False,False,True,1,5,0,0,0,False,False,quoted-printable,True
136,False,0,False,False,True,14,5,0,0,0,False,False,quoted-printable,True
137,False,1,False,False,False,0,0,0,0,0,False,False,quoted-printable,True
138,False,1,False,False,False,0,0,0,0,0,False,False,quoted-printable,True
139,False,0,False,False,False,3,4,0,0,0,False,True,None,True
140,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
141,False,0,False,False,False,1,3,0,0,0,False,False,quoted-printable,True
142,False,0,False,False,False,1,2,0,0,0,False,False,quoted-printable,True
143,False,0,False,False,False,1,2,0,0,0,False,False,None,True
144,False,0,False,False,True,0,0,0,0,0,False,False,quoted-printable,True
145,False,0,False,False,True,2,3,0,0,0,False,False,quoted-printable,True
146,False,0,False,False,True,2,3,0,0,0,False,False,quoted-printable,True
147,False,0,False,False,True,1,4,0,0,0,False,False,quoted-printable,True
148,False,0,False,False,True,36,3,0,0,0,False,False,quoted-printable,True
149,False,0,False,False,False,1,2,0,0,0,False,False,quoted-printable,True
150,False,0,False,False,False,0,0,0,0,0,False,False,quoted-printable,True
151,False,0,False,False,True,1,3,0,0,0,False,False,quoted-printable,True
152,False,0,False,False,True,1,1,0,0,0,False,False,quoted-printable,True
153,False,0,False,False,True,2,3,0,0,0,False,False,quoted-printable,True
154,False,0,False,False,True,1,2,0,0,0,False,False,quoted-printable,True
155,False,0,False,False,False,0,0,0,0,0,False,False,quoted-printable,True
156,False,0,False,False,True,3,10,0,0,0,False,False,quoted-printable,True
157,False,0,False,False,True,1,3,0,0,0,False,False,quoted-printable,True
158,False,0,False,False,True,4,4,0,0,0,True,False,quoted-printable,True
159,False,1,False,False,False,0,0,0,0,0,False,False,quoted-printable,True
160,False,0,False,False,True,5,3,0,0,0,False,False,quoted-printable,True
161,False,0,False,False,True,5,3,0,0,0,False,False,quoted-printable,True
162,False,1,False,False,False,0,0,0,0,0,False,False,quoted-printable,True
163,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
164,False,1,False,False,False,0,0,0,0,0,False,False,quoted-printable,True
165,False,0,False,False,True,5,3,0,0,0,False,False,quoted-printable,True
166,False,0,False,False,True,16,3,0,0,0,False,False,quoted-printable,True
167,False,0,False,False,True,6,2,0,0,0,False,False,quoted-printable,True
168,False,1,False,False,False,0,0,0,0,0,False,False,7bit,True
169,False,0,False,False,True,1,1,0,0,0,False,False,quoted-printable,True
170,False,0,False,False,True,3,3,0,0,0,False,False,7bit,True
171,False,0,False,False,True,1,4,0,0,0,False,False,quoted-printable,True
172,False,0,False,False,True,1,3,0,0,0,False,False,quoted-printable,True
173,False,1,False,False,False,0,0,0,0,0,False,False,quoted-printable,True
174,False,0,False,False,True,4,4,0,0,0,False,False,quoted-printable,True
175,False,0,False,False,True,9,3,0,0,0,False,False,quoted-printable,True
176,True,0,False,False,True,6,3,0,0,0,False,False,quoted-printable,True
177,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
178,False,1,False,False,True,1,2,0,0,0,False,False,quoted-printable,True
179,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
180,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
181,False,1,False,False,True,0,0,0,0,0,False,False,quoted-printable,True
182,False,1,False,False,False,0,0,0,0,0,False,False,quoted-printable,True
183,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
184,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
185,False,0,False,False,False,0,0,0,0,0,False,False,None,True
186,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
187,False,0,False,False,True,4,4,0,0,0,False,False,quoted-printable,True
188,False,0,False,False,True,4,4,0,0,0,False,False,quoted-printable,True
189,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
190,False,0,False,False,True,4,0,0,0,0,False,False,quoted-printable,True
191,False,0,False,False,True,3,2,0,0,0,False,False,quoted-printable,True
192,False,0,False,False,True,0,0,0,0,0,False,False,base64,True
193,False,0,False,False,True,17,3,0,0,0,False,False,quoted-printable,True
194,False,0,False,False,True,17,3,0,0,0,False,False,quoted-printable,True
195,False,0,False,False,False,1,3,0,0,0,False,False,None,True
196,False,0,False,False,True,3,2,0,0,0,False,False,quoted-printable,True
197,False,0,False,False,True,4,3,0,0,0,False,False,7bit,True
198,False,0,False,False,True,15,8,0,0,0,False,False,quoted-printable,True
199,False,0,False,False,True,17,4,0,0,0,False,False,quoted-printable,True
200,False,0,False,False,False,1,3,0,0,0,False,False,quoted-printable,True
201,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
202,False,0,False,False,True,16,8,0,0,0,False,False,quoted-printable,True
203,False,1,False,False,False,0,0,0,0,0,False,False,quoted-printable,True
204,False,0,False,False,True,2,5,0,0,0,False,False,quoted-printable,True
205,False,0,False,False,False,2,3,0,0,0,False,False,8bit,True
206,False,0,False,False,True,1,2,0,0,0,False,False,quoted-printable,True
207,False,0,False,False,True,5,5,0,0,0,False,False,quoted-printable,True
208,False,0,False,False,False,1,5,0,0,0,False,False,None,True
209,False,0,False,False,False,3,3,0,0,0,False,False,quoted-printable,True
210,False,0,False,False,True,6,5,0,0,0,False,False,quoted-printable,True
211,False,0,False,False,True,7,4,0,0,0,False,False,quoted-printable,True
212,False,0,False,False,True,7,4,0,0,0,False,False,quoted-printable,True
213,False,0,False,False,True,7,4,0,0,0,False,False,quoted-printable,True
214,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
215,False,0,False,False,True,2,4,0,0,0,False,False,quoted-printable,True
216,False,0,False,False,True,3,4,0,0,0,False,False,quoted-printable,True
217,False,1,False,False,False,0,0,0,0,0,False,False,quoted-printable,True
218,False,0,False,False,True,1,4,0,0,0,False,False,quoted-printable,True
219,False,0,False,False,False,0,0,0,0,0,False,False,base64,True
220,False,0,False,False,True,6,5,0,0,0,False,False,quoted-printable,True
221,False,0,False,False,False,4,3,0,0,0,False,False,quoted-printable,True
222,False,0,False,False,True,6,5,0,0,0,False,False,quoted-printable,True
223,False,0,False,False,False,4,3,0,0,0,False,False,quoted-printable,True
224,False,0,False,False,False,1,5,0,0,0,False,False,None,True
225,False,1,False,False,False,0,0,0,0,0,False,False,quoted-printable,True
226,False,0,False,False,True,16,4,0,0,0,False,False,quoted-printable,True
227,False,0,False,False,True,6,3,0,0,0,False,False,quoted-printable,True
228,False,0,False,False,True,2,3,0,0,0,False,False,quoted-printable,True
229,False,0,False,False,True,6,4,0,0,0,False,False,quoted-printable,True
230,False,0,False,False,False,1,4,0,0,0,False,False,quoted-printable,True
231,False,0,False,False,False,1,2,0,0,0,False,False,quoted-printable,True
232,False,0,False,False,True,8,3,0,0,0,False,False,quoted-printable,True
233,True,0,False,False,True,6,4,0,0,0,False,False,quoted-printable,True
234,False,0,False,False,True,3,3,0,0,0,False,False,8bit,True
235,False,0,False,False,True,8,3,0,0,0,False,False,quoted-printable,True
236,False,0,False,False,True,1,3,0,0,0,False,False,quoted-printable,True
237,False,0,False,False,False,1,4,0,0,0,False,False,quoted-printable,True
238,False,0,False,False,True,1,4,0,0,0,False,False,quoted-printable,True
239,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
240,False,0,False,False,True,1,0,0,0,0,False,False,quoted-printable,True
241,False,0,False,False,True,2,4,0,0,0,False,False,quoted-printable,True
242,False,0,False,False,True,1,4,0,0,0,False,False,quoted-printable,True
243,False,0,False,False,True,1,2,0,0,0,False,False,quoted-printable,True
244,False,0,False,False,True,7,3,0,0,0,False,False,quoted-printable,True
245,False,0,False,False,True,17,6,0,0,0,False,False,quoted-printable,True
246,False,0,False,False,False,0,0,0,0,0,False,False,base64,True
247,False,0,False,False,False,1,3,0,0,0,False,False,quoted-printable,True
248,False,1,False,False,True,0,0,0,0,0,False,False,quoted-printable,True
249,False,0,False,False,True,15,3,0,0,0,False,False,quoted-printable,True
250,False,0,False,False,True,21,9,0,0,0,False,False,quoted-printable,True
251,False,0,False,False,False,8,2,0,0,0,False,False,8bit,True
252,False,0,False,False,False,0,0,0,0,0,False,False,8bit,True
253,False,0,False,False,False,0,0,0,0,0,False,False,base64,True
254,False,0,False,False,True,2,4,0,0,0,False,False,quoted-printable,True
255,False,0,False,False,True,1,2,0,0,0,False,False,quoted-printable,True
256,False,0,False,False,True,1,4,0,0,0,False,False,quoted-printable,True
257,False,0,False,False,True,1,1,0,0,0,False,False,quoted-printable,True
258,False,0,False,False,False,3,0,0,0,0,False,False,quoted-printable,True
259,False,0,False,False,True,2,4,0,0,0,False,False,quoted-printable,True
260,False,0,False,False,True,2,2,0,0,0,False,False,8bit,True
261,False,0,False,False,True,4,4,0,0,0,False,False,quoted-printable,True
262,True,1,False,False,True,54,8,0,8,1,False,False,quoted-printable,True
263,False,1,False,False,True,1,2,0,1,0,False,False,quoted-printable,True
264,False,0,False,False,True,2,3,0,0,0,False,True,7bit,True
265,False,0,False,False,False,1,2,0,0,0,False,False,None,True
266,False,0,False,False,False,2,2,0,0,0,False,False,quoted-printable,True
267,False,0,False,False,True,5,3,0,0,4,False,False,quoted-printable,True
268,False,0,False,False,True,0,0,0,0,0,False,False,quoted-printable,True
269,False,0,False,False,False,0,0,0,0,0,False,False,base64,True
270,False,1,False,False,True,0,0,0,0,0,False,False,quoted-printable,True
271,False,0,False,False,False,1,1,0,0,0,False,False,8bit,True
272,False,0,False,False,False,1,1,0,0,0,False,False,8bit,True
273,False,0,False,False,False,1,1,0,0,0,False,False,8bit,True
274,False,0,False,False,True,6,3,0,0,0,False,False,8bit,True
275,False,0,False,False,True,6,3,0,0,0,False,False,8bit,True
276,False,0,False,False,True,6,3,0,0,0,False,False,8bit,True
277,False,0,False,False,True,6,3,0,0,0,False,False,8bit,True
278,False,0,False,False,True,6,3,0,0,0,False,False,8bit,True
279,False,0,False,False,True,1,3,0,0,0,False,False,quoted-printable,True
280,False,0,False,False,True,3,3,0,0,0,False,False,7bit,True
281,False,0,False,False,True,3,3,0,0,0,False,False,7bit,True
282,False,1,False,False,False,0,0,0,0,0,False,False,quoted-printable,True
283,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
284,False,0,False,False,False,1,3,0,0,0,False,False,7bit,True
285,False,0,False,False,True,6,6,0,0,0,False,False,quoted-printable,True
286,False,0,False,False,True,1,4,0,0,0,False,False,quoted-printable,True
287,False,0,False,False,True,47,4,0,0,0,False,False,quoted-printable,True
288,False,0,False,False,True,2,5,0,0,0,True,False,quoted-printable,True
289,False,0,False,False,True,1,4,0,0,0,False,False,quoted-printable,True
290,False,0,False,False,True,1,2,0,0,0,False,False,quoted-printable,True
291,False,0,False,False,False,0,0,0,0,0,False,False,base64,True
292,False,0,False,False,False,0,0,0,0,0,False,False,7bit,True
293,False,1,False,False,True,0,0,0,0,0,False,False,quoted-printable,True
294,False,0,False,False,True,6,4,1,0,1,True,False,None,True
295,False,0,False,False,False,0,0,0,0,0,False,False,base64,True
296,False,0,False,False,True,1,4,0,0,0,False,False,quoted-printable,True
297,False,0,False,False,False,7,3,0,0,0,False,False,None,True
298,False,0,False,False,True,3,3,0,0,0,False,False,Quoted-Printable,True
299,False,0,False,False,True,4,4,0,0,0,False,False,Quoted-Printable,True
300,False,0,False,False,False,7,3,0,0,0,False,False,None,True
301,False,1,False,False,True,0,0,0,0,0,False,False,quoted-printable,True
302,False,0,False,False,True,0,0,0,0,0,False,False,quoted-printable,True
303,False,0,False,False,True,2,3,0,0,0,False,False,None,True
304,False,0,False,False,False,1,2,0,0,0,False,False,quoted-printable,True
305,False,0,False,False,False,0,0,0,0,0,False,False,base64,True
306,False,0,False,False,False,0,0,0,0,0,False,False,base64,True
307,False,0,False,False,False,1,2,0,0,0,False,False,None,True
308,False,0,False,False,False,0,0,0,0,0,False,False,base64,True
309,False,0,False,False,True,6,3,0,0,0,False,False,quoted-printable,True
310,False,1,False,False,True,0,0,0,0,0,False,False,quoted-printable,True
311,False,0,False,False,True,2,5,0,0,0,False,False,quoted-printable,True
312,False,0,False,False,True,1,3,0,0,0,False,False,quoted-printable,True
313,False,0,False,False,False,1,1,0,0,0,False,False,Content-Type: MIME-Version:,True
314,False,0,False,False,False,1,1,0,0,0,False,False,Content-Type: MIME-Version:,True
315,False,0,False,False,True,6,3,0,0,0,False,False,quoted-printable,True
316,False,0,False,False,True,6,3,0,0,0,False,False,quoted-printable,True
317,False,0,False,False,True,6,3,0,0,0,False,False,quoted-printable,True
318,False,0,False,False,True,7,3,0,0,0,False,False,quoted-printable,True
319,False,0,False,False,False,1,1,0,0,0,False,False,quoted-printable,True
320,False,0,False,False,True,2,4,0,0,0,False,False,quoted-printable,True
321,False,0,False,False,True,1,3,0,0,0,False,False,8bit,True
322,False,0,False,False,True,6,3,0,0,0,False,False,quoted-printable,True
323,False,0,False,False,True,2,3,0,0,0,False,False,quoted-printable,True
324,False,0,False,False,True,1,3,0,0,0,False,False,quoted-printable,True
325,False,0,False,False,True,6,3,0,0,0,False,False,quoted-printable,True
326,False,0,False,False,True,7,2,0,0,0,False,False,quoted-printable,True
327,False,0,False,False,True,7,2,0,0,0,False,False,quoted-printable,True
328,False,0,False,False,True,3,4,0,0,0,False,False,quoted-printable,True
329,False,0,False,False,True,4,8,0,0,0,True,False,7bit,True
330,False,0,False,False,True,3,2,0,0,0,False,False,quoted-printable,True
331,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
332,False,0,False,False,True,1,4,0,0,0,False,False,quoted-printable,True
333,False,0,False,False,True,2,5,0,0,0,False,False,quoted-printable,True
334,False,0,False,False,False,0,0,0,0,0,False,False,None,True
335,False,0,False,False,True,1,2,0,0,0,False,False,quoted-printable,True
336,False,0,False,False,True,0,0,0,0,0,False,False,base64,True
337,False,0,False,False,True,1,2,0,0,0,False,False,7bit,True
338,True,1,False,False,True,34,4,0,2,1,False,False,quoted-printable,True
339,False,0,False,False,False,11,3,0,0,0,False,False,None,True
340,False,0,False,False,True,1,1,0,0,0,False,False,quoted-printable,True
341,False,0,False,False,False,1,1,0,0,0,False,False,7bit,True
342,False,0,False,False,True,4,4,0,0,0,False,False,quoted-printable,True
343,False,0,False,False,True,3,2,0,0,0,False,False,8bit,True
344,False,0,False,False,True,1,4,0,0,0,False,False,quoted-printable,True
345,False,0,False,False,False,0,0,0,0,0,False,False,base64,True
346,False,0,False,False,False,12,2,0,0,0,False,False,None,True
347,False,0,False,False,True,1,4,0,0,0,False,False,quoted-printable,True
348,False,0,False,False,True,1,4,0,0,0,False,False,quoted-printable,True
349,False,0,False,False,True,2,4,0,0,0,False,False,quoted-printable,True
350,False,0,False,False,True,3,3,0,0,0,False,False,quoted-printable,True
351,False,0,False,False,True,2,3,0,0,0,False,False,quoted-printable,True
352,False,0,False,False,True,19,3,0,0,0,False,False,quoted-printable,True
353,False,0,False,False,True,3,2,0,0,0,False,False,quoted-printable,True
354,False,0,False,False,True,2,4,0,0,0,False,False,quoted-printable,True
355,False,0,False,False,True,2,2,0,0,0,False,False,8bit,True
356,False,0,False,False,True,2,4,0,0,0,False,False,quoted-printable,True
357,False,0,False,False,True,6,4,0,0,0,False,False,quoted-printable,True
358,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
359,False,0,False,False,True,2,5,0,0,0,False,False,quoted-printable,True
360,False,0,False,False,False,0,0,0,0,0,False,False,7bit,True
361,False,0,False,False,True,1,4,0,0,0,False,False,quoted-printable,True
362,False,0,False,False,True,1,0,0,0,0,False,False,quoted-printable,True
363,False,0,False,False,False,1,2,0,0,0,False,False,None,True
364,False,0,False,False,True,1,1,0,0,0,False,False,quoted-printable,True
365,False,0,False,False,False,1,4,0,0,0,False,False,quoted-printable,True
366,False,0,False,False,True,0,0,0,0,0,False,False,quoted-printable,True
367,False,0,False,False,True,0,0,0,0,0,False,False,base64,True
368,False,0,False,False,True,3,3,0,0,0,False,False,quoted-printable,True
369,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
370,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
371,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
372,False,0,False,False,True,1,3,0,0,0,False,False,quoted-printable,True
373,False,0,False,False,False,1,1,0,0,0,False,False,None,True
374,False,0,False,False,True,1,3,0,0,0,False,False,quoted-printable,True
375,False,0,False,False,True,1,5,0,0,0,False,False,quoted-printable,True
376,False,0,False,False,True,0,0,0,0,0,False,False,quoted-printable,True
377,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
378,False,0,False,False,True,1,2,0,0,0,False,False,quoted-printable,True
379,False,0,False,False,True,1,2,0,0,0,False,False,quoted-printable,True
380,False,0,False,False,True,45,4,0,0,0,False,False,quoted-printable,True
381,False,1,False,False,False,0,0,0,0,0,False,False,quoted-printable,True
382,False,0,False,False,True,5,4,0,0,0,False,False,quoted-printable,True
383,False,0,False,False,True,15,3,0,0,0,False,False,8bit,True
384,False,0,False,False,False,1,3,0,0,0,False,False,quoted-printable,True
385,False,0,False,False,True,2,3,0,0,0,False,False,quoted-printable,True
386,False,0,False,False,True,1,4,0,0,0,False,False,quoted-printable,True
387,False,0,False,False,True,0,0,0,0,0,False,False,base64,True
388,False,1,False,False,False,0,0,0,0,0,False,False,quoted-printable,True
389,False,0,False,False,True,15,4,0,0,0,False,False,quoted-printable,True
390,False,0,False,False,True,2,2,0,0,0,False,False,quoted-printable,True
391,False,0,False,False,True,2,3,0,0,0,True,False,quoted-printable,True
392,False,0,False,False,True,0,0,0,0,0,False,False,quoted-printable,True
393,False,0,False,False,True,4,4,0,0,0,False,False,quoted-printable,True
394,False,0,False,False,True,2,4,0,0,0,False,False,quoted-printable,True
395,False,0,False,False,True,12,3,0,0,0,False,False,quoted-printable,True
396,False,0,False,False,True,2,3,0,0,0,False,False,quoted-printable,True
397,False,0,False,False,True,2,5,0,0,0,False,False,quoted-printable,True
398,False,0,False,False,True,1,4,0,0,0,False,False,quoted-printable,True
399,False,0,False,False,False,1,2,0,0,0,False,False,quoted-printable,True
400,False,0,False,False,True,8,3,0,0,0,False,False,quoted-printable,True
401,False,1,False,False,True,0,0,0,0,0,False,False,quoted-printable,True
402,False,0,False,False,True,2,3,0,0,0,False,False,quoted-printable,True
403,False,1,False,False,False,0,0,0,0,0,False,False,quoted-printable,True
